Shared topic 4,Shared topic 5,Shared topic 6,Shared topic 7,Shared topic 8,Shared topic 9,Shared topic 10,Transcriptomics private topic 6,Transcriptomics private topic 9,Proteomics private topic 5
-0.06304706,-0.55432016,-0.115101874,-0.20908552,-0.16019155,0.06305553,0.23724234,-0.16989231,-0.14539035,4.0688615
-0.106644586,-0.43062544,-0.040201887,-0.04301253,-0.46605134,0.287233,-0.2002733,-0.16377462,-0.14553629,-0.15566088
-0.36117035,-0.7435703,-0.870253,-0.23410353,-0.48460656,0.14741184,0.26855046,-0.17061986,-0.1443775,0.03120849
-0.38577157,-0.78009003,-0.36409524,-0.4964647,-0.30969393,3.0988083,-0.30912524,-0.16889256,-0.13778405,0.09370792
3.5883782,-0.25932807,0.08363588,-0.17089953,-0.25771466,0.053203523,-0.4159435,-0.17565985,-0.20429963,0.05315406
3.1948829,-0.33322698,-0.41863227,0.10533421,-0.17559142,-0.6009282,-0.25886872,0.0546503,-0.01078372,-0.26537323
-0.14460391,-0.31746528,-0.28696838,-0.18026116,-0.14229625,-0.33564663,-0.85358495,0.16401477,0.4840593,-0.13083033
-0.11480626,-0.18516016,-0.17489178,-0.2347768,-0.48594326,-0.123031124,-0.5014242,-0.21858718,-0.19346058,-0.22802287
-0.19093074,-0.31027758,-0.07090632,-0.27641225,-0.035186835,-0.2802439,-0.3579516,-0.21513592,-0.18240201,-0.084934235
-1.1141292,-0.17007464,-0.1858242,3.3444467,-0.26015043,-0.0039987117,-0.3291377,-0.15515937,-0.17310522,-0.32106838
0.03516891,-0.16030568,-0.32335013,-0.48103142,-0.31425184,0.112804085,-0.3387943,-0.31022584,-0.4138703,-0.20220147
-0.2858541,-0.71923184,-0.013032936,0.14757441,-0.3218354,0.063824415,-0.17479819,-0.11313674,-0.13737026,-0.103758104
0.10518679,-0.29761302,0.09971877,-0.056135073,3.2905738,-0.44296828,-0.46000433,-0.26060504,-0.36816055,-0.6511584
-0.20787546,0.00018917769,0.16557458,0.18298358,-0.5046569,0.3773194,-0.10647015,-0.23592916,-0.25770754,-0.15580171
-0.14930591,-0.60000515,-0.33662853,3.42682,-0.35174927,-0.6596661,-0.6739932,-0.15688622,-0.21706383,-0.13293904
-0.09559651,-0.56591994,-0.47907448,-0.56335473,-0.2933113,-0.45471314,1.3956535,-0.24211636,-0.27962154,-0.26675275
2.6024916,0.1378856,0.10093044,-0.4008252,-0.34078664,-0.5701265,-0.1940484,-0.3740366,-0.002753118,-0.15979415
-0.3257056,0.15187079,-0.406768,-0.19312418,-0.17845419,-0.18701123,-0.04626073,-0.23238802,-0.22365057,-0.14163089
-0.5331818,0.24151492,-0.37849626,-0.27552783,-0.30813906,-0.5611925,0.4239514,-0.15576819,-0.14539608,-0.019764375
-0.21893287,-0.24575666,0.027617449,-0.02900042,-0.23134696,0.20855539,-0.4639288,-0.26278067,-0.3034542,-0.14781114
-0.30408496,-0.24122265,-0.7102185,-0.3841859,-0.51595557,-0.85445845,3.2798238,-0.23396885,-0.27710825,-0.043613516
-0.41972,3.4451833,-0.90294224,-0.45181537,-0.39572904,-0.70152855,-0.09733865,-0.23925324,-0.34492308,-0.18998678
0.23015355,-0.11807624,-0.6007726,-0.3120965,0.15211186,-0.3577146,-0.03193333,-0.22229233,-0.17548165,-0.22107778
-0.14783031,3.6510978,-0.08572981,-0.39072838,-0.42521882,0.009113222,-0.004170373,-0.28584307,-0.40030396,-0.24768063
-1.2272797,0.6459245,-0.6022389,0.12519357,-0.2743696,-0.021236151,-0.7723611,-0.22852655,-0.21252972,3.8920627
-0.21965012,-0.25224942,-0.23469056,-0.07143395,-0.2620903,3.5610003,-0.015911601,-0.19747388,-0.2642219,-0.008001428
0.0025912076,-0.43231884,-0.1672313,0.23013033,-0.32630542,3.6161764,-0.07495814,-0.20852812,-0.29140282,-0.019946022
-0.41625175,-0.38776928,2.799158,-0.26333773,-0.40621778,-0.24842378,-0.62840146,-0.19339882,-0.27564457,-0.5656313
-0.16832848,-0.36955494,-0.26989186,-0.11270394,-0.19487634,-0.08766863,-0.22092597,-0.24022464,-0.18090487,-0.29825407
-0.18056726,-0.2605826,-0.27643818,-0.29612952,0.120699584,-0.09964762,-0.26657268,-0.27784875,-0.3309763,-0.16086939
-0.1303787,-0.14241686,-0.098774225,-0.17389512,-0.38031316,-0.2573028,-0.24193685,-0.20660828,-0.19969542,4.0269866
-0.09006879,-0.017778829,-0.5194916,-0.50282747,2.4794388,-0.39511052,-0.43346405,-0.25763497,-0.35284775,-0.49333495
-0.32774428,0.042810515,3.5669708,-0.12139199,-0.47970855,-0.21281727,-0.30627042,-0.25971055,-0.3376572,-0.43344858
-0.28045732,0.014907122,3.5048645,-0.23167233,-0.40181884,0.013829976,-0.055559672,-0.25984874,-0.31446403,-0.50814307
2.5227008,-0.37404948,-0.0514956,-0.24590734,-0.35886994,0.18885222,-0.42130488,-0.15267505,-0.15573144,-0.38022426
-0.044658512,-0.23737769,-0.33912525,-0.249369,-0.38713768,-0.20534174,3.7636178,-0.2225871,-0.22750717,-0.07655279
-0.88436854,-0.42193258,4.0357676,-0.7746772,-0.2597157,-0.11282072,-0.15407053,-0.2760247,-0.36398232,-0.48888195
-1.0962611,-0.12427876,-0.29552376,-0.30338895,-0.42780477,3.0721684,-0.28345045,-0.22251642,-0.30729038,-0.18678252
-0.561946,-0.47819087,-0.384022,-0.54001784,3.2448077,-1.066379,-0.41612723,-0.19658723,-0.28589067,-0.5600923
3.9352791,-0.30918774,-0.17451411,-0.4448874,-0.2163123,-0.64057213,-0.39788884,-0.24572906,-0.28027877,-0.21006574
-0.21394804,-0.34360215,-0.35754782,-0.05424846,-0.22537827,-0.17388524,-0.26965606,0.4527901,0.48779112,0.09646265
2.860271,-0.24683243,-0.27305838,-0.43261856,-0.17579748,-0.05141233,-0.15068735,-0.1801614,-0.20965572,-0.2888405
3.963361,-0.32762948,-0.007307157,-0.40723282,-0.11410969,-0.55525887,-0.45428002,-0.24290974,-0.27517906,-0.22268361
-0.29689923,-0.27059725,0.13653173,-0.20805624,-0.42060006,-0.32623947,-0.03103473,-0.24456108,-0.12329693,-0.32812193
-0.08279205,-0.14183122,-0.271361,-0.511372,-0.27551103,-0.9278507,-0.456685,-0.2421503,-0.22743519,2.721915
-0.43411776,-0.29598165,-0.11868071,-0.2073448,-0.39328283,-0.35923603,-0.26871657,2.7984505,2.976003,-0.17837837
2.5163474,-0.603367,0.13848591,-0.07706921,-0.40410888,0.54953593,-0.22461365,-0.34340182,-0.15653592,-0.12683065
-0.67098427,-0.18164338,-0.36679387,3.6469707,-0.27584732,0.2956991,-0.16562277,-0.16425689,-0.20381036,-0.21444114
0.70138514,0.10888932,-0.21586493,0.39076906,-0.3153146,-0.13903278,0.08066071,-0.14341587,-0.13654229,0.0042346767
-0.51624215,-0.23977175,0.3037794,-0.08344484,-0.22427034,0.6759972,-0.052854005,-0.23019573,-0.19642165,-0.079313464
0.6347447,-0.2496044,-0.12329389,-0.12820816,-0.18436655,-0.033878237,0.38506675,5.159535,5.096491,-0.13059342
-0.21044983,-0.2732737,0.070074566,-0.21201077,-0.37072217,-0.2574909,0.03375559,-0.19143312,-0.05021161,-0.07248987
-0.16233242,-0.3636541,-0.17311862,-0.116913006,-0.19138013,-0.24433339,0.051934425,-0.19110036,-0.17155977,-0.25343212
-0.61983025,-0.03537158,0.2179882,-0.41655043,-0.42762765,0.3282248,-0.12791921,-0.22326897,-0.20187224,4.183913
-0.8508545,-0.16417384,0.06346795,-0.48567566,-0.36063266,3.4088407,-0.17781909,-0.050734002,-0.08911173,-0.18349162
-0.22603498,0.23661858,-0.029739998,-0.32138446,-0.29665887,3.6093574,-0.23967612,-0.1988964,-0.26861686,-0.19591078
-0.10080535,-0.22135347,-0.3611186,-0.3190382,-0.2908978,-0.4444403,0.04042162,-0.15651347,-0.13650191,0.25237122
-0.3799237,-0.063362524,-0.45539266,-0.21737447,-0.000521712,3.1699567,-0.5072596,-0.22662485,-0.26173428,-0.14714995
-0.44019577,-0.1155117,-0.4306187,0.12377038,-0.18881646,-0.26356012,-0.6108478,-0.17249918,-0.12947205,0.20090652
-0.33104396,-0.580027,-0.8116423,-0.32455057,-0.521558,-0.058570072,-0.052005164,-0.19204,-0.16101147,0.08411321
-0.55515015,-0.45576835,-0.30186138,-0.23254035,3.2409282,-0.035653085,-0.4458232,-0.27411044,-0.35676017,-0.68003523
-0.21866989,-0.056668423,-0.15984687,-0.52916974,-0.015848693,-0.25241107,-0.48435616,-0.27733535,-0.163204,-0.164506
-0.8104131,-0.48092794,-0.20767473,3.5434525,-0.27435932,-0.5872179,0.10325195,-0.14065282,-0.16260289,-0.14983627
0.36187637,0.18352817,-0.36346978,-0.006304726,-0.2707737,-0.6174871,-0.032931983,-0.22761312,-0.2195006,-0.0813476
-0.3416618,-0.6663338,0.32168525,-0.1467185,-0.16463147,-0.5060687,0.54488444,-0.20786521,-0.21333347,-0.1677289
0.1884127,-0.42993116,0.015169919,-0.7928499,3.226463,-0.09983927,0.10710011,-0.27273458,-0.3623298,-0.6606085
-0.36640993,-0.56393933,-0.29261824,0.16206342,-0.18292408,-0.4397217,3.7940502,-0.25003293,-0.27840325,-0.2219668
-0.29331005,-0.07992038,-0.29706517,-0.64206946,2.725607,-0.028944254,-0.33873367,-0.19676977,-0.328783,-0.67243105
0.4032126,-0.38987532,-0.50983506,-0.2289893,-0.19111758,-0.43951195,-0.4944396,-0.20228349,-0.18278086,-0.34796843
-0.045155108,0.20627907,3.5463228,-0.7588379,-0.090619095,-1.3502233,-0.56701183,-0.1585711,-0.2729247,-0.5183781
-0.6222012,-0.4621221,-0.16388953,3.5769386,-0.4379604,0.09835408,-0.6546438,-0.12352978,-0.14231518,-0.19497572
-0.18392345,-0.23624139,-0.3584707,-0.29503578,-0.57911795,-0.25301343,3.0072336,-0.24460803,-0.27150768,-0.4798041
-0.38921505,-0.16960065,-0.49177462,-0.3911481,-0.33815494,-0.6485352,-0.34359974,-0.16567683,-0.15858151,-0.4063815
-0.20205931,-0.35177776,-0.25849974,-0.13829273,-0.07794885,-0.28922912,-0.060224947,-0.19071414,-0.18960604,-0.32849082
-0.107747614,0.8933983,-0.21019728,-0.007974455,-0.3363833,-0.41801968,0.014301922,-0.2376899,-0.24903914,0.06184323
-0.25875407,-0.59761214,-0.6151284,-0.41149548,2.5144525,-0.025624186,-0.20144185,-0.1979864,-0.27961874,-0.606818
-1.1034915,3.2640073,-0.16012017,-0.3097974,-0.2996394,-0.34625387,-0.115236945,-0.27309155,-0.35023248,-0.5268965
-0.53416383,3.331666,-0.71174437,-0.39981538,-0.42574012,-0.73424405,0.085273325,-0.28130394,-0.35343844,-0.54869056
-0.14603032,-0.4881249,-0.06515778,-0.10204543,-0.3229477,-0.100381576,-0.21515499,-0.15534782,-0.15498064,-0.29254058
-0.13738158,-0.25608355,-0.18769227,0.12476797,-0.4493631,0.08715365,-0.08471239,-0.176428,-0.16965297,-0.20587552
-0.3175848,-0.1414502,0.14352837,-0.18409044,-0.38818008,-0.3168145,-0.14148346,-0.27869222,-0.37153295,-0.35970446
-0.085073575,-0.36043483,-0.12523171,-0.77361727,-0.58706707,-0.22159532,-1.2536732,4.899014,4.7488265,0.04884063
-0.59985554,0.022220477,-0.466141,-0.51579034,0.22226545,0.4012502,0.02579227,-0.22658744,-0.21198227,3.8912811
-0.023505226,-0.34520867,-0.21473527,2.6498919,-0.6020956,-0.2960606,-0.066842265,-0.114134535,-0.151094,-0.16182311
-0.42858928,0.32892597,-0.26638857,-0.27746117,-0.034622744,-0.5004248,-0.6155293,-0.22487843,-0.20339853,4.0085807
-0.28190553,-0.11956422,-0.18270385,-0.60825056,0.12340726,-0.1834618,-0.13858736,-0.2146757,-0.19618776,-0.087203205
-0.87601364,-0.17659214,-0.34894136,-0.23228593,-0.31473833,-0.3855687,-0.35900807,-0.2552154,-0.22380184,3.958069
0.12616599,0.046913385,-0.61333233,-0.94781435,-0.503387,-0.3586288,-0.10193871,-0.22293158,-0.2154329,3.8072958
0.56846523,-0.17016214,0.17758913,0.13862732,-0.21861814,-0.475779,-0.009445399,-0.07626586,-0.12859048,-0.24291171
-0.2922972,-0.31548846,-0.25914657,-0.6399907,-0.12932248,-0.3481756,-0.19757909,-0.20649916,-0.18450215,-0.20417127
-0.43129325,3.5351543,-0.16482402,-0.315202,-0.34880155,-0.4415258,-0.35403877,-0.31148404,-0.38824368,-0.29272628
0.16639224,-0.046279896,-0.4518945,-0.024990842,-0.05338745,-0.24806511,0.007477328,-0.23377362,-0.1596998,-0.5164756
-0.22114104,-0.5343214,-0.5294308,3.4502676,-0.44982177,-0.5410169,-0.21694446,-0.14120626,-0.13275678,-0.32224894
0.48002332,3.6054945,-1.0744935,-0.34221423,-0.33803615,-0.1625551,-0.32947025,-0.28599516,-0.39225933,-0.24903712
-0.3836113,0.62819415,-0.66722685,0.10590269,-0.2214445,-0.68739086,0.3019992,0.2123398,0.5111137,-0.17028628
-0.723289,0.013766989,-0.2667485,-0.24616359,-0.3603632,-0.046189986,0.10523708,-0.14741614,-0.13260132,-0.30555832
-0.43240458,-0.516419,-0.5521058,-0.32267058,1.7077656,-0.60698044,-0.37446004,-0.26250824,-0.28033474,-0.434887
0.2436586,-0.19115494,-0.38415703,-0.38765842,-0.35470197,-0.32227567,-0.31229556,5.4435973,5.438732,-0.3619571
-0.20423238,-0.15288337,-0.26985162,-0.2748844,-0.18023352,-0.29015374,-0.1926097,-0.2464913,-0.21423511,-0.118619084
-0.79384786,0.3137998,0.12335712,-0.10751563,3.328532,0.2666001,-0.35642606,-0.27593833,-0.38295662,-0.661166
-0.5468874,-0.7508644,0.36637503,-0.39575365,2.8480806,-0.36098722,-0.6532661,-0.29009518,-0.3605718,-0.599101
0.19945127,-0.39547125,-0.11678059,-0.4727717,-0.64494026,0.1533933,0.16692653,-0.18860137,-0.124332435,0.13662595
-0.4583469,-0.45584697,0.06505597,-0.40705436,-0.5559868,3.7362103,0.22623365,-0.23715432,-0.31891406,-0.21200885
0.3329965,-0.44203645,-0.5090758,3.4643643,-0.33637637,-0.29351372,-0.04139645,-0.14104137,-0.17036435,-0.2665417
3.1984649,0.10864875,-0.51040274,-0.14223883,-0.38354224,-0.2778973,-0.49194366,-0.16519682,-0.23749262,-0.24163365
0.19318077,-0.43518808,-0.4020148,0.3550523,-0.061067484,0.20142876,0.06259461,-0.18894391,-0.24276024,-0.12562826
-0.10209052,-0.46139127,-0.33435193,-0.43637162,1.9227629,-0.39901453,-0.41713977,-0.24916832,-0.19584441,-0.69827473
-0.6038655,-0.21185552,-0.22171658,-0.012735449,-0.18244582,-0.37768567,-0.15757926,-0.21131998,-0.20617446,-0.083502404
-0.2038647,-0.27763146,-0.67407626,0.101082,3.2125258,0.5976412,-0.7758439,-0.22874278,-0.23486389,-0.44336134
-0.06373062,-0.34365442,-0.3667481,-0.18649663,0.16052613,-0.45864093,-0.9113022,-0.18614598,-0.16327316,-0.16692956
-0.7147691,-0.8844298,-0.106461376,-0.59972197,0.7743809,-0.49536112,-0.5885352,5.484313,5.378349,0.08126344
-0.75612295,-0.28818485,0.1275402,0.002682671,-0.2748219,-0.2731764,-0.18420753,-0.2175436,-0.15626732,4.2578807
-0.04111077,0.1644485,0.7463133,-0.3120303,-0.23792325,-0.24239069,0.0157018,-0.23831749,-0.24316037,-0.059348345
0.5699837,-0.026053134,-0.27545223,-0.51324856,0.0110587105,0.07493083,-0.15039009,-0.23716576,-0.18904443,-0.10269023
-0.4763376,2.6437845,-0.5913107,-0.22916538,-0.6153965,-0.20771536,-0.4033681,-0.19993943,-0.29265568,-0.23548625
0.10766091,-0.88985693,0.02635121,-0.40457615,-0.41316935,0.27736256,0.10937077,-0.23751034,-0.25227547,-0.03282866
0.30871898,-0.34002772,-0.4142546,-0.20861456,2.9644706,-0.6980794,-0.19899476,-0.26634675,-0.30423972,-0.5206889
-0.004421768,-0.58470017,-0.14375412,0.0024346858,-0.41164708,-0.2849626,-0.23108034,-0.19667885,-0.19448376,-0.34005484
-0.10975766,-0.66525733,0.031322017,2.839817,-0.31275898,-0.20560041,-0.35347465,-0.14373083,-0.1734013,-0.42746106
0.12569888,2.4303908,-0.38424212,-0.18824837,-0.25081798,-0.35031113,-0.2913669,-0.5237711,-0.20534408,-0.2400531
0.030379439,0.12395279,0.18248706,2.7026415,-0.49575588,-0.9817021,0.0387051,-0.2580902,-0.12991525,-0.32481587
0.0041170195,-0.12187685,-0.43238008,-0.3127982,-0.2724321,0.1072104,-0.33122203,-0.24546367,-0.21956065,-0.3764019
-0.6145137,-0.36314115,-0.056291312,-0.4093608,-0.2434613,-0.4799529,-0.28652123,5.363808,5.2725887,0.44687873
-0.13133126,-0.32382435,-0.16027547,0.06802115,-0.3658503,-0.06529125,-0.114822164,-0.2272604,-0.13526818,-0.2494295
0.5107683,3.6981158,-0.24505085,-0.42973036,-0.39619678,-0.76568234,-0.4783553,-0.30747992,-0.3870793,-0.30232188
0.03956707,-0.83268803,-0.15802631,-0.66768026,3.147468,-0.102237776,-0.26167,-0.2772933,-0.36587954,-0.66794205
-0.19505768,-0.05242093,-0.35242462,-0.36019325,-0.2494477,0.059452415,0.036663607,-0.22213815,-0.19694927,-0.14475597
0.019461945,-0.213191,0.02860985,0.085738495,-0.51329,0.05205617,0.44324484,-0.15402722,-0.17080176,-0.5194998
-0.048704218,-0.3259403,-0.32625863,0.101504505,-0.26175657,-0.2459393,0.090653025,0.018032856,0.05317418,-0.18888754
-0.27721813,0.102321625,-0.5769701,-0.81011045,3.1645818,-0.13700333,-0.64270264,-0.25425774,-0.2995794,-0.61302793
-0.5111022,-0.45815673,0.17889158,0.11080173,-0.4146515,-0.47658128,-0.041614123,-0.13039683,-0.15685925,0.008075814
-0.43000686,-0.04474017,0.49370295,-0.41834733,-0.31360924,3.7321594,-0.20183791,-0.21323347,-0.3031897,-0.094836906
3.3938017,-0.3603341,-0.14093737,-0.037055247,-0.4428106,-0.1682243,-0.16232622,-0.25853688,-0.2933264,-0.31946436
0.12874341,0.16598028,-0.33739832,-0.13148469,-0.2585857,-0.09993506,-0.12331022,-0.17406845,-0.12618451,-0.31198132
0.34297907,-0.2194474,-0.7032615,-0.08540893,2.9890995,-0.41278508,-0.34512168,-0.24142843,-0.3233665,-0.7187841
-0.05455284,-0.04670187,-0.1139373,-0.2700598,-0.27478448,-0.06240523,-0.16446097,-0.23244189,-0.2147311,-0.20198469
-0.037606798,-0.17471685,-0.15786326,-0.27395594,-0.243403,-0.37807897,0.0004711114,-0.21518558,-0.2216282,-0.3957168
-0.4030416,-0.23478496,-0.72860444,0.015836746,-0.24195005,-0.40455216,-0.6707468,-0.14768504,-0.09960885,-0.25216636
0.39475065,-0.2967484,-0.16537607,-0.47655237,-0.18989034,2.798944,-0.24753727,-0.13231243,-0.14983632,-0.20583092
-0.16673677,-0.23559488,-0.13819349,-0.22093162,-0.3249095,0.28254908,0.55243516,-0.22211061,-0.2473824,-0.063662596
-0.60917383,0.013851523,-0.11102636,-0.4999445,-0.2173044,3.5193067,-0.599469,-0.22492163,-0.3328898,-0.16314057
-0.1649988,-0.18704152,-0.5263002,-0.10987019,-0.2302544,0.16001906,-0.28750706,-0.21290226,-0.20345499,-0.27989927
-0.82102823,-0.72840846,-0.9831834,-0.2526141,-0.15110917,0.12656756,0.17685902,5.0930066,5.0349183,-0.2012627
-0.27330816,-0.3116243,-0.15493427,-0.48633713,-0.5228194,-0.3796581,3.6397896,-0.24474345,-0.2726135,-0.2582345
-0.075069144,-0.40668958,-0.30159828,-0.15350275,-0.27419165,-0.31648424,-0.01652196,-0.22200923,-0.20005344,-0.23411737
-0.0068735853,-0.100569546,3.663451,-0.72095096,-0.18508054,-0.9540804,-0.5950067,-0.1977421,-0.29129875,-0.5489454
-0.14255518,-0.0820332,3.7512527,-0.39225748,-0.3010198,0.04165338,-0.26985413,-0.19855824,-0.3109952,-0.43109053
-0.22311479,-0.36802596,-0.18755755,-0.38912457,-0.19554271,-0.26180255,-0.3473582,-0.22557071,-0.21663696,0.1178604
-0.6084424,-0.41109228,-0.09297837,0.49994665,-0.17404446,-0.5785613,-0.12457968,-0.16981162,-0.15423812,-0.16500373
0.071919456,-0.27330315,-0.29384983,0.27516943,-0.23266613,-0.7727556,-0.05329018,-0.14643201,-0.1313008,-0.038942784
-0.16912644,-0.15149488,-0.11062172,-0.22935851,-0.3311144,-0.11006178,-0.13166872,-0.2250122,-0.20808198,-0.45476833
-0.058532402,-0.40244874,0.79785603,-0.6345701,-0.39425656,-0.08271686,-0.15969776,-0.20924018,-0.22909889,-0.11935369
-0.08948217,0.23566762,3.8577626,-0.41412085,-0.45069718,-0.06539265,-0.5397708,-0.26023614,-0.3379695,-0.47187448
-0.010774732,0.09709652,-0.19430402,0.23289096,-0.059324343,-1.0797157,-0.4769196,-0.19909883,-0.19339547,4.0957522
-0.19221777,0.31540477,0.08079848,-0.43236202,-0.22632954,-0.037695333,0.025158197,-0.20355043,-0.20275652,0.06632921
0.3203352,0.42119223,-0.08186556,-0.33005732,-0.2635139,-0.11851395,0.0788971,-0.23899111,-0.16260085,-0.3445371
0.16459556,-0.16149244,-0.063191146,-0.11971653,-0.24846089,-0.19976848,-0.18221216,4.5123677,4.436116,-0.25347278
0.2801788,-0.022875607,0.0786861,-0.42627132,-0.31950343,0.29024586,0.5171517,-0.0093196295,0.17008181,-0.0796517
-0.84263325,-0.58628994,-0.25449318,-0.5941267,-0.2773435,-0.012692966,3.3518386,-0.2282397,-0.27513105,-0.28221306
-0.5711644,-0.29389736,-0.2262347,-0.17263265,-0.3976037,3.316186,0.13271835,-0.2065321,-0.2800493,-0.17911527
0.06817958,-0.3409431,-0.18249506,-0.6471868,-0.29152334,3.5464406,-0.22924526,-0.20244084,-0.27754778,-0.22005175
-0.7556174,0.6867021,-0.035376668,-0.17366268,-0.44770575,-0.7156041,-0.6363192,-0.18146896,-0.13839817,-0.019585906
-0.12866785,-0.0154655725,3.5489068,-0.6141269,-0.44498348,-0.72673804,-0.54331803,-0.29534537,-0.37674317,-0.5434282
-0.46098658,-0.30602294,-0.38458535,-0.023341805,3.3873847,-0.27777544,-0.64216006,-0.17049938,-0.27288818,-0.71041566
-0.22412096,-0.5418184,-0.2569441,-0.24942668,-0.18004419,-0.29293212,-0.31175783,-0.23603633,-0.20649691,-0.2837205
-0.24497813,3.6953454,-0.69880164,-0.43646303,-0.42543137,-0.5286161,-0.058167465,-0.25131002,-0.3331757,-0.38606092
-0.9915961,-0.58738005,-0.44367215,-0.09596794,2.7810326,-0.44597954,0.057715405,0.20085981,0.4386049,-0.55843616
0.0076918444,0.7265948,-0.3869545,-0.29574484,-0.124873936,-0.07309787,-0.29551667,-0.23371258,-0.2271051,-0.098761976
-1.0177186,0.24369748,-0.37803936,-0.4078995,-0.3453487,-0.1310423,-0.72835386,-0.2872711,-0.34326267,0.15846011
-0.44038552,-0.23743023,-0.008529119,-0.1941907,-0.29728442,-0.45056635,0.15135671,-0.15254751,-0.13904983,-0.32222614
2.6876922,-0.32264274,-0.112978935,-0.014122218,-0.6018704,0.3558475,-0.3043311,-0.23379028,-0.29778406,-0.31370848
0.07039006,-0.07155929,-0.15047331,-0.6437799,-0.42024833,-0.8303261,3.8176599,-0.23826797,-0.26697534,-0.27299076
-0.18199927,-0.84292364,-0.23158704,-0.28791967,-0.2754904,0.028398223,-0.2815937,-0.18885705,-0.16480996,0.1885633
-0.39473432,0.19112675,-0.42310423,3.6905057,-0.47320995,0.116366304,-0.17528512,-0.16168799,-0.17761956,-0.19549295
-0.4203692,0.07371996,0.19300905,-0.18466942,-0.28869474,-0.19154014,-0.26923725,-0.22607525,0.09140485,-0.017338095
2.3529785,-0.18626833,0.021773051,-0.16472512,-0.3942129,0.097597376,0.07680033,0.05522819,0.32022852,-0.22197497
-0.14764994,-0.08014383,-0.14473219,-0.30779302,-0.20164865,-0.13453938,-0.30220148,-0.26206577,-0.22370718,-0.122736834
-0.0810765,0.024692997,3.9018822,-0.39198986,-0.30831397,0.005012064,-0.14782862,-0.23302174,-0.32625508,-0.41350132
-0.261198,-0.33118358,-0.15969594,-0.46767735,-0.50705135,-0.2506206,3.4588945,-0.23598562,-0.2662265,-0.21380737
3.2828684,-0.4518227,-0.0018607825,0.04933455,-0.3311793,-0.0069440007,-0.6868434,-0.14236711,-0.167287,-0.03371923
-0.22285306,-0.07357727,-0.15651476,-0.50805616,-0.07763403,-0.20916979,-0.36381352,-0.27377027,-0.20084693,-0.262089
-0.33977115,3.8044367,-0.863302,-0.28874153,-0.34439242,-0.6560205,-0.21547431,-0.30814058,-0.41797233,-0.25174674
-0.39277214,1.776339,-0.34883547,-0.51970226,-0.27053908,-0.47139335,-0.6470129,-0.2516182,-0.25552374,-0.42400318
-0.064153895,-0.5582592,2.719963,-0.9202447,-0.4568802,-0.9650433,-0.8091242,-0.27903008,-0.3601032,-0.41763818
0.538229,-0.005347304,0.06906001,-0.17776722,-0.05407002,3.6985004,0.0054314956,-0.21279328,-0.24369974,-0.12734278
-0.120386764,-0.34750086,-0.23643702,-0.06165598,-0.3365893,0.07289622,-0.18413147,-0.23081923,-0.26470238,-0.4345505
-0.49805498,-0.35627818,-0.26358214,-0.45341605,-0.32792097,-0.083833076,3.7928224,-0.23475206,-0.27917388,-0.28887412
0.05146402,-0.64587945,0.19611612,2.323811,-0.22930388,-0.47893828,-0.3203948,-0.2605738,-0.18127061,-0.15162304
0.12632231,-0.3899606,0.098585516,-0.11159372,-0.13237543,-0.2939126,-0.7352432,-0.2002303,-0.13596958,-0.14510992
-0.37980813,-0.014990918,3.668027,-0.44608402,-0.41954482,-0.40154195,0.027367994,-0.2786866,-0.3669476,-0.223431
-0.36175963,-0.39799574,-0.38299084,-0.29953593,0.6304169,-0.32971913,-0.17593224,4.408084,4.303043,-0.14845347
-0.22904813,-0.14465934,-0.14113505,-0.78785443,0.2559873,-0.10895734,0.098805785,-0.20540193,-0.16567254,-0.053354733
-0.17410117,-0.34097052,-0.19058433,-0.17858669,-0.1431279,-0.0698134,-0.10681293,-0.20781827,-0.21296997,3.6907756
-0.10831469,-0.29257923,-0.2889462,-0.27417034,-0.32399303,-0.17831865,-0.14002767,-0.25354177,-0.2931067,-0.45625192
3.423015,-0.37790003,-0.09245727,-0.1572567,-0.27724525,-0.58433294,0.043111034,-0.13672073,-0.10671057,-0.20265923
-0.4187683,0.22937822,-0.5080941,-0.33462736,-0.26567468,3.4676497,-0.013312653,-0.20643939,-0.26462138,0.041721594
2.8295097,-0.02825626,-0.22601779,0.0111294985,-0.36054075,-0.0037234426,-0.1429872,0.07644729,0.3559484,-0.30905178
0.01414334,-0.1049511,3.599335,-1.0446893,-0.5301212,-0.7980088,-0.14743274,-0.29598057,-0.38015816,-0.45657572
0.46842468,-0.41213754,-0.21677166,-0.64788973,-0.3047998,3.5712996,-0.12677129,-0.25465557,-0.31343463,-0.17957987
0.078087516,2.6803846,-0.54961085,-0.37234172,-0.3957204,0.19863847,-0.14816025,-0.25634006,-0.3642769,-0.22306561
-0.039694242,-0.05147832,-0.26699236,-0.14821652,-0.23091885,-0.15619594,-0.13087387,4.675394,4.5776243,-0.30842283
0.36026,0.058660764,0.5142988,-0.35695887,-0.2672921,0.70412064,0.677678,-0.058145165,0.056547105,-0.048249044
-0.06539856,0.11880641,0.005669415,3.3916378,-0.3466248,-0.30840203,-0.38619408,-0.18559615,-0.18820888,-0.22192545
-0.42926887,-0.17902593,-0.17692386,-0.24961758,-0.31521213,-0.75152004,3.3918877,-0.23727863,-0.2708338,-0.28266546
-0.075531565,-0.0228291,-0.43688673,-0.2821413,-0.35699224,-0.038224794,-0.21880761,-0.23942822,-0.22922924,-0.23949559
